movies id,title,year,rating,genre,movie_age,age_group,age_New,age_Modern,age_Classic
444713,Commando 2 -  The Black Money Trail,2017.0,6.1,Drama,8.0,Modern,False,True,False
14395,Kabhi Alvida Naa Kehna,2006.0,6.4,Drama,19.0,Modern,False,True,False
19666,Lagaan: Once Upon a Time in India,2001.0,7.3,Drama,24.0,Classic,False,False,True
472138,Thugs of Hindostan,2018.0,5.6,Drama,7.0,Modern,False,True,False
41109,Don 2,2011.0,7.0,Drama,14.0,Modern,False,True,False
185008,Yeh Jawaani Hai Deewani,2013.0,7.3,Drama,12.0,Modern,False,True,False
1209321,Majbooriyan,2023.0,0.0,Drama,2.0,New,True,False,False
191714,The Lunchbox,2013.0,7.3,Drama,12.0,Modern,False,True,False
30066,Gol Maal,1979.0,7.3,Drama,46.0,Classic,False,False,True
413543,Dear Zindagi,2016.0,7.1,Drama,9.0,Modern,False,True,False
885331,Gadar 2,2023.0,6.6,Drama,2.0,New,True,False,False
496316,Baaghi 2,2018.0,5.9,Drama,7.0,Modern,False,True,False
15917,Devdas,2002.0,7.5,Drama,23.0,Classic,False,False,True
25868,Aladin,2009.0,6.3,Drama,16.0,Modern,False,True,False
370665,Dilwale,2015.0,6.6,Drama,10.0,Modern,False,True,False
14134,Main Hoon Na,2004.0,6.9,Drama,21.0,Classic,False,False,True
336203,Masaan,2015.0,7.0,Drama,10.0,Modern,False,True,False
1178521,Fire of Love: RED,2023.0,0.0,Romance,2.0,New,True,False,False
530154,Lust Stories,2018.0,6.3,Drama,7.0,Modern,False,True,False
466550,Drive,2019.0,5.1,Drama,6.0,Modern,False,True,False
4435,Aśoka,2001.0,6.4,Drama,24.0,Classic,False,False,True
17478,Dhoom,2004.0,6.3,Drama,21.0,Classic,False,False,True
135718,OMG: Oh My God!,2012.0,7.2,Drama,13.0,Modern,False,True,False
277432,Happy New Year,2014.0,6.1,Drama,11.0,Modern,False,True,False
20360,Namastey London,2007.0,6.1,Drama,18.0,Modern,False,True,False
314389,Baby,2015.0,6.7,Drama,10.0,Modern,False,True,False
538858,Tumbbad,2018.0,7.6,Drama,7.0,Modern,False,True,False
1211406,Kaisi Ye Dor,2023.0,0.0,Drama,2.0,New,True,False,False
381418,Sanam Teri Kasam,2016.0,7.9,Drama,9.0,Modern,False,True,False
73582,Bodyguard,2011.0,5.2,Drama,14.0,Modern,False,True,False
13986,Dil To Pagal Hai,1997.0,6.9,Drama,28.0,Classic,False,False,True
1018228,Chor Nikal Ke Bhaga,2023.0,7.2,Drama,2.0,New,True,False,False
432527,Padmaavat,2018.0,6.9,Drama,7.0,Modern,False,True,False
560964,Junglee,2019.0,6.7,Drama,6.0,Modern,False,True,False
441909,Tiger Zinda Hai,2017.0,6.1,Drama,8.0,Modern,False,True,False
814215,Sam Bahadur,2023.0,8.5,Drama,2.0,New,True,False,False
377985,Fan,2016.0,6.3,Drama,9.0,Modern,False,True,False
280690,Kick,2014.0,5.7,Drama,11.0,Modern,False,True,False
714338,Bulbbul,2020.0,6.7,Drama,5.0,New,True,False,False
348892,Bajrangi Bhaijaan,2015.0,7.8,Drama,10.0,Modern,False,True,False
15774,Swades,2004.0,7.2,Drama,21.0,Classic,False,False,True
412090,Jolly LLB 2,2017.0,6.9,Drama,8.0,Modern,False,True,False
767377,Dhamaka,2021.0,6.9,Drama,4.0,New,True,False,False
15772,Guru,2007.0,6.8,Drama,18.0,Modern,False,True,False
393445,Ae Dil Hai Mushkil,2016.0,6.4,Drama,9.0,Modern,False,True,False
1198725,Mast Mein Rehne Ka,2023.0,7.0,Drama,2.0,New,True,False,False
15864,Bachna Ae Haseeno,2008.0,6.0,Drama,17.0,Modern,False,True,False
7913,Rang De Basanti,2006.0,7.1,Drama,19.0,Modern,False,True,False
31977,Black,2005.0,7.7,Drama,20.0,Modern,False,True,False
44977,Dhoom 3,2013.0,6.0,Drama,12.0,Modern,False,True,False
17501,Don,2006.0,7.0,Drama,19.0,Modern,False,True,False
132316,Jab Tak Hai Jaan,2012.0,7.1,Drama,13.0,Modern,False,True,False
848116,Rocky Aur Rani Kii Prem Kahaani,2023.0,6.2,Drama,2.0,New,True,False,False
664332,Gangubai Kathiawadi,2022.0,7.4,Drama,3.0,New,True,False,False
251626,Hasee Toh Phasee,2014.0,6.5,Drama,11.0,Modern,False,True,False
391629,Baaghi,2016.0,6.4,Drama,9.0,Modern,False,True,False
24827,Ajab Prem Ki Ghazab Kahani,2009.0,6.1,Drama,16.0,Modern,False,True,False
658412,Ludo,2020.0,7.4,Drama,5.0,New,True,False,False
802403,Ajeeb Daastaans,2021.0,6.5,Drama,4.0,New,True,False,False
61400,Thank You,2011.0,5.3,Drama,14.0,Modern,False,True,False
363343,Raees,2017.0,6.7,Drama,8.0,Modern,False,True,False
645484,Dil Bechara,2020.0,6.8,Drama,5.0,New,True,False,False
339274,Tamasha,2015.0,6.6,Drama,10.0,Modern,False,True,False
505175,Love per Square Foot,2018.0,6.7,Romance,7.0,Modern,False,True,False
480,Monsoon Wedding,2001.0,6.8,Drama,24.0,Classic,False,False,True
276928,Humpty Sharma Ki Dulhania,2014.0,6.3,Drama,11.0,Modern,False,True,False
283589,Bang Bang!,2014.0,6.2,Drama,11.0,Modern,False,True,False
222951,B.A. Pass,2012.0,5.7,Drama,13.0,Modern,False,True,False
20294,Welcome,2007.0,6.8,Drama,18.0,Modern,False,True,False
14752,Dil Chahta Hai,2001.0,6.9,Drama,24.0,Classic,False,False,True
352205,Parched,2015.0,7.4,Drama,10.0,Modern,False,True,False
20495,Mujhse Shaadi Karogi,2004.0,6.4,Drama,21.0,Classic,False,False,True
67109,Delhi Belly,2011.0,7.0,Drama,14.0,Modern,False,True,False
496328,Sanju,2018.0,7.2,Drama,7.0,Modern,False,True,False
404604,Mom,2017.0,7.6,Drama,8.0,Modern,False,True,False
441875,Toilet: A Love Story,2017.0,6.8,Romance,8.0,Modern,False,True,False
599925,Shershaah,2021.0,7.4,Drama,4.0,New,True,False,False
381070,Loev,2016.0,5.3,Drama,9.0,Modern,False,True,False
11807,Jab We Met,2007.0,7.3,Drama,18.0,Modern,False,True,False
491625,Gully Boy,2019.0,7.4,Drama,6.0,Modern,False,True,False
27298,Partner,2007.0,5.5,Drama,18.0,Modern,False,True,False
589615,Raat Akeli Hai,2020.0,6.8,Drama,5.0,New,True,False,False
524288,Period. End of Sentence.,2018.0,7.9,Drama,7.0,Modern,False,True,False
611359,Tu Jhoothi Main Makkaar,2023.0,6.4,Drama,2.0,New,True,False,False
374173,Kapoor & Sons,2016.0,7.0,Drama,9.0,Modern,False,True,False
84858,Agneepath,2012.0,6.4,Drama,13.0,Modern,False,True,False
204435,Krrish 3,2013.0,5.7,Drama,12.0,Modern,False,True,False
33124,1942: A Love Story,1994.0,6.0,Romance,31.0,Classic,False,False,True
601643,Ghost Stories,2020.0,5.0,Horror,5.0,New,True,False,False
669583,Did It Happen?,2020.0,6.5,Drama,5.0,New,True,False,False
447856,Pad Man,2018.0,7.5,Drama,7.0,Modern,False,True,False
215776,Madras Cafe,2013.0,6.5,Drama,12.0,Modern,False,True,False
127501,Barfi!,2012.0,7.5,Drama,13.0,Modern,False,True,False
496320,Race 3,2018.0,4.2,Drama,7.0,Modern,False,True,False
44749,Race 2,2013.0,5.5,Drama,12.0,Modern,False,True,False
491629,Raazi,2018.0,7.2,Drama,7.0,Modern,False,True,False
14073,Jodhaa Akbar,2008.0,7.3,Drama,17.0,Modern,False,True,False
464458,Ittefaq,2017.0,6.9,Drama,8.0,Modern,False,True,False
206324,Bhaag Milkha Bhaag,2013.0,7.4,Drama,12.0,Modern,False,True,False
8453,Fanaa,2006.0,6.7,Drama,19.0,Modern,False,True,False
19672,Rock On!!,2008.0,6.8,Drama,17.0,Modern,False,True,False
503838,Raid,2018.0,7.2,Drama,7.0,Modern,False,True,False
22717,Wanted,2009.0,5.8,Drama,16.0,Modern,False,True,False
888710,OMG 2,2023.0,7.4,Drama,2.0,New,True,False,False
456570,Hindi Medium,2017.0,7.3,Drama,8.0,Modern,False,True,False
70590,Singham,2011.0,6.5,Drama,14.0,Modern,False,True,False
7509,Water,2005.0,6.9,Drama,20.0,Modern,False,True,False
15977,Dev.D,2009.0,6.9,Drama,16.0,Modern,False,True,False
498598,Sonu Ke Titu Ki Sweety,2018.0,6.5,Drama,7.0,Modern,False,True,False
353464,Talvar,2015.0,7.4,Drama,10.0,Modern,False,True,False
581361,Badla,2019.0,7.4,Drama,6.0,Modern,False,True,False
14071,Dostana,2008.0,6.2,Drama,17.0,Modern,False,True,False
79990,Desi Boyz,2011.0,6.1,Drama,14.0,Modern,False,True,False
613446,The Sky Is Pink,2019.0,7.9,Drama,6.0,Modern,False,True,False
28740,Black Friday,2004.0,7.3,Drama,21.0,Classic,False,False,True
21210,Dil Se..,1998.0,6.9,Drama,27.0,Classic,False,False,True
388333,M.S. Dhoni: The Untold Story,2016.0,7.1,Drama,9.0,Modern,False,True,False
376873,Rocky Handsome,2016.0,6.4,Drama,9.0,Modern,False,True,False
715765,Bachchhan Paandey,2022.0,5.3,Drama,3.0,New,True,False,False
15084,Salaam Namaste,2005.0,6.0,Drama,20.0,Modern,False,True,False
550485,Batla House,2019.0,6.9,Drama,6.0,Modern,False,True,False
1029827,Drishyam 2,2022.0,8.0,Drama,3.0,New,True,False,False
1136736,Lust Stories 2,2023.0,5.4,Drama,2.0,New,True,False,False
58051,Housefull,2010.0,5.6,Drama,15.0,Modern,False,True,False
45002,Chamatkar,1992.0,6.4,Drama,33.0,Classic,False,False,True
413882,Ok Jaanu,2017.0,5.9,Drama,8.0,Modern,False,True,False
645489,Gunjan Saxena: The Kargil Girl,2020.0,7.4,Drama,5.0,New,True,False,False
32740,Krrish,2006.0,6.4,Drama,19.0,Modern,False,True,False
493623,Hichki,2018.0,7.6,Drama,7.0,Modern,False,True,False
498448,Kesari,2019.0,7.0,Drama,6.0,Modern,False,True,False
441881,Tubelight,2017.0,5.4,Drama,8.0,Modern,False,True,False
19625,Munna Bhai M.B.B.S.,2003.0,7.2,Drama,22.0,Classic,False,False,True
10788,Kambakkht Ishq,2009.0,4.1,Drama,16.0,Modern,False,True,False
376047,Fitoor,2016.0,5.7,Drama,9.0,Modern,False,True,False
33081,Paheli,2005.0,6.1,Drama,20.0,Modern,False,True,False
377213,Te3n,2016.0,6.9,Drama,9.0,Modern,False,True,False
192558,Aashiqui 2,2013.0,6.9,Drama,12.0,Modern,False,True,False
36204,No Smoking,2007.0,6.9,Historical,18.0,Modern,False,True,False
250551,Gunday,2014.0,5.0,Drama,11.0,Modern,False,True,False
467106,Bareilly Ki Barfi,2017.0,6.7,Drama,8.0,Modern,False,True,False
65946,Ready,2011.0,5.0,Drama,14.0,Modern,False,True,False
325138,Dum Laga Ke Haisha,2015.0,7.2,Drama,10.0,Modern,False,True,False
503129,Student of the Year 2,2019.0,4.7,Drama,6.0,Modern,False,True,False
14163,Chak De! India,2007.0,7.2,Drama,18.0,Modern,False,True,False
11763,Bunty Aur Babli,2005.0,6.3,Drama,20.0,Modern,False,True,False
26815,Rocket Singh: Salesman of the Year,2009.0,6.8,Drama,16.0,Modern,False,True,False
376869,Neerja,2016.0,7.3,Drama,9.0,Modern,False,True,False
52696,Band Baaja Baaraat,2010.0,6.6,Drama,15.0,Modern,False,True,False
597089,Article 15,2019.0,7.5,Drama,6.0,Modern,False,True,False
662231,Hacked,2020.0,7.0,Drama,5.0,New,True,False,False
675592,Guilty,2020.0,6.7,Drama,5.0,New,True,False,False
1131409,Mission Raniganj,2023.0,5.9,Drama,2.0,New,True,False,False
695969,Haseen Dillruba,2021.0,6.5,Drama,4.0,New,True,False,False
376812,Sultan,2016.0,6.9,Drama,9.0,Modern,False,True,False
285803,Singham Returns,2014.0,6.0,Drama,11.0,Modern,False,True,False
392344,Baar Baar Dekho,2016.0,5.7,Drama,9.0,Modern,False,True,False
338065,Dil Dhadakne Do,2015.0,6.8,Drama,10.0,Modern,False,True,False
62883,Hum Saath Saath Hain,1999.0,5.9,Drama,26.0,Classic,False,False,True
330037,Brothers,2015.0,6.4,Drama,10.0,Modern,False,True,False
16345,Billu,2009.0,6.4,Drama,16.0,Modern,False,True,False
491622,Manikarnika: The Queen of Jhansi,2019.0,7.1,Historical,6.0,Modern,False,True,False
303372,Dil... Akhir Dil Hai,1982.0,0.0,Drama,43.0,Classic,False,False,True
